Local time in Ciampino (airport);Temp_dcelsius;Wind_speed;Dewpoint_temp
04.02.2017 19:00;13.07;4;10.08
04.02.2017 16:00;13.07;5;10.06
04.02.2017 13:00;15.08;5;10.02
04.02.2017 10:00;14.06;3;10.06
04.02.2017 07:00;12.05;3;9.09
04.02.2017 04:00;12.08;4;10.01
04.02.2017 01:00;13.02;4;11.03
03.02.2017 22:00;13.01;6;10.09
03.02.2017 19:00;13.03;4;10.05
03.02.2017 16:00;14.08;5;9.08
03.02.2017 13:00;16.02;7;10.04
03.02.2017 10:00;13.09;8;10.06
03.02.2017 07:00;12.03;6;10.01
03.02.2017 04:00;12.08;5;9.09
03.02.2017 01:00;12.09;5;9.04
02.02.2017 22:00;13.02;6;8.02
02.02.2017 19:00;13.01;6;8.05
02.02.2017 16:00;14.01;6;8.09
02.02.2017 13:00;14.02;7;8.06
02.02.2017 10:00;13.05;7;8.00
02.02.2017 07:00;12.03;4;7.06
02.02.2017 04:00;12.02;5;7.08
02.02.2017 01:00;12.09;5;7.07
01.02.2017 22:00;13.01;6;8.00
01.02.2017 19:00;12.09;5;9.06
01.02.2017 16:00;13.09;5;9.07
01.02.2017 13:00;13.07;4;10.00
01.02.2017 10:00;12.06;4;10.02
01.02.2017 07:00;11.05;4;9.08
01.02.2017 04:00;11.02;4;9.01
01.02.2017 01:00;11.00;3;8.02
31.01.2017 22:00;10.07;4;7.07
31.01.2017 19:00;11.03;4;7.05
31.01.2017 16:00;13.07;4;6.02
31.01.2017 13:00;13.00;3;7.02
